"Отметка времени","Какими типами мыла вы пользуетесь на постоянной основе? ","Какую марку мыла вы предпочитаете? ","На что вы смотрите при выборе мыла?","Какую цену для классического мыла вы считаете приемлемой?(135г) ","Какую цену для натурального мыла ручной работы вы считаете приемлемой? (150г)","Какую цену для эксклюзивного мыла ручной работы вы считаете приемлемой?"
"2020/10/12 1:34:12 AM GMT+3","Классическое гигиеническое;Жидкое","Safeguard;Мне все равно на бренд","Цена;Запах;Полезные свойства;Внешний вид","от 50 до 100 рублей","от 200 до 300 рублей","свыше 400 рублей"
"2020/10/12 1:36:41 AM GMT+3","Классическое гигиеническое","Мне все равно на бренд","Цена;Запах","от 100 до 200 рублей","от 200 до 300 рублей","свыше 400 рублей"
"2020/10/12 1:37:45 AM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное","Мне все равно на бренд","Цена;Запах","до 50 рублей","от 100 до 200 рублей","от 200 до 300 рублей"
"2020/10/12 1:38:48 AM GMT+3","Жидкое;Мыло для бритья","Мне все равно на бренд","Цена;Запах","от 50 до 100 рублей","от 100 до 200 рублей","от 200 до 300 рублей"
"2020/10/12 1:39:15 AM GMT+3","Жидкое","Мне все равно на бренд","Запах;Полезные свойства;Тактильные ощущения;Внешний вид","от 100 до 200 рублей","свыше 300 рублей","от 200 до 300 рублей"
"2020/10/12 1:43:36 AM GMT+3","Классическое гигиеническое;Жидкое","Dove;Synergetic;Safeguard;Palmolive","Цена;Запах;Полезные свойства;Тактильные ощущения","от 50 до 100 рублей","свыше 300 рублей","свыше 400 рублей"
"2020/10/12 1:46:06 AM GMT+3","Жидкое;Пилинговое/Скрабовое","Мне все равно на бренд","Запах;Полезные свойства;Внешний вид","от 50 до 100 рублей","от 200 до 300 рублей","свыше 400 рублей"
"2020/10/12 1:47:13 AM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное","Dove;Рецепты бабушки Агафьи;Мне все равно на бренд","Цена;Запах;Тактильные ощущения","от 50 до 100 рублей","от 200 до 300 рублей","свыше 400 рублей"
"2020/10/12 1:49:21 AM GMT+3","Классическое гигиеническое","Мне все равно на бренд","Цена;Запах","от 50 до 100 рублей","от 100 до 200 рублей","от 200 до 300 рублей"
"2020/10/12 1:58:21 AM GMT+3","Классическое гигиеническое;Жидкое;Ручной работы","Dove;Рецепты бабушки Агафьи;Palmolive;LUSH;Вiленскае барока ","Цена;Запах;Полезные свойства;Внешний вид","до 50 рублей","от 200 до 300 рублей","свыше 400 рублей"
"2020/10/12 2:05:21 AM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное","LUSH","Цена;Запах","от 50 до 100 рублей","от 100 до 200 рублей","от 200 до 300 рублей"
"2020/10/12 2:22:22 AM GMT+3","Ручной работы","","Цена;Запах;Полезные свойства;Тактильные ощущения;Внешний вид","430","от 100 до 200 рублей","свыше 400 рублей"
"2020/10/12 2:27:24 AM GMT+3","Классическое гигиеническое","Dove","Не сушащие свойства","от 50 до 100 рублей","от 100 до 200 рублей","от 100 до 200 рублей"
"2020/10/12 2:36:09 AM GMT+3","Классическое гигиеническое;Жидкое","Dove;Palmolive;Мне все равно на бренд","Запах;Тактильные ощущения","от 50 до 100 рублей","от 100 до 200 рублей","от 200 до 300 рублей"
"2020/10/12 2:45:09 AM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное","Safeguard;Каждый день/красная цена;Мне все равно на бренд","Цена;Запах;Внешний вид","до 50 рублей","до 100 рублей","от 100 до 200 рублей"
"2020/10/12 3:06:08 AM GMT+3","Классическое гигиеническое;Жидкое","Dove;Synergetic;Рецепты бабушки Агафьи;Чистая линия","Цена;Запах;Внешний вид","от 100 до 200 рублей","от 200 до 300 рублей","от 300 до 400 рублей"
"2020/10/12 5:36:16 AM GMT+3","Классическое гигиеническое;Ручной работы","Dove;Рецепты бабушки Агафьи;Palmolive","Полезные свойства;Тактильные ощущения","от 50 до 100 рублей","от 100 до 200 рублей","от 200 до 300 рублей"
"2020/10/12 6:45:36 AM GMT+3","Классическое гигиеническое","Мне все равно на бренд","Внешний вид","до 50 рублей","до 100 рублей","до 100 рублей"
"2020/10/12 6:46:05 AM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное;Детское","Мне все равно на бренд","Полезные свойства","от 100 до 200 рублей","свыше 300 рублей","от 300 до 400 рублей"
"2020/10/12 6:56:57 AM GMT+3","Классическое гигиеническое","Мне все равно на бренд","Цена","до 50 рублей","Не знаю",""
"2020/10/12 7:07:58 AM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное","Мне все равно на бренд","Запах","от 50 до 100 рублей","от 100 до 200 рублей","от 100 до 200 рублей"
"2020/10/12 7:15:39 AM GMT+3","Классическое гигиеническое;Хозяйственное;Ручной работы;Детское","Dove;Palmolive;LUSH;Мне все равно на бренд","Цена;Запах;Полезные свойства","до 50 рублей","до 100 рублей","от 100 до 200 рублей"
"2020/10/12 7:18:11 AM GMT+3","Жидкое","Мне все равно на бренд","Тактильные ощущения","от 50 до 100 рублей","от 100 до 200 рублей","от 200 до 300 рублей"
"2020/10/12 7:34:40 AM GMT+3","Классическое гигиеническое;Жидкое","Dove","Цена;Полезные свойства","до 50 рублей","до 100 рублей","до 100 рублей"
"2020/10/12 7:40:54 AM GMT+3","Классическое гигиеническое;Жидкое;Ручной работы","Мне все равно на бренд","Цена;Внешний вид","от 50 до 100 рублей","от 100 до 200 рублей","от 200 до 300 рублей"
"2020/10/12 7:47:17 AM GMT+3","Классическое гигиеническое;Жидкое","Palmolive","Цена;Запах","от 50 до 100 рублей","от 200 до 300 рублей","от 300 до 400 рублей"
"2020/10/12 7:53:52 AM GMT+3","Жидкое;Ручной работы","Dove","Цена","до 50 рублей","от 100 до 200 рублей","от 200 до 300 рублей"
"2020/10/12 7:59:23 AM GMT+3","Классическое гигиеническое","Dove","Цена;Запах","от 50 до 100 рублей","от 200 до 300 рублей","от 300 до 400 рублей"
"2020/10/12 8:09:28 AM GMT+3","Классическое гигиеническое;Жидкое","Мне все равно на бренд","Цена;Запах;Полезные свойства","до 50 рублей","от 100 до 200 рублей","от 200 до 300 рублей"
"2020/10/12 8:20:29 AM GMT+3","Классическое гигиеническое;Жидкое;Пилинговое/Скрабовое","Мне все равно на бренд","Цена;Запах;Полезные свойства","от 50 до 100 рублей","от 100 до 200 рублей","от 200 до 300 рублей"
"2020/10/12 8:39:45 AM GMT+3","Классическое гигиеническое","Мне все равно на бренд","Запах;Внешний вид","от 50 до 100 рублей","от 200 до 300 рублей","от 300 до 400 рублей"
"2020/10/12 8:45:07 AM GMT+3","Классическое гигиеническое;Жидкое","Synergetic","Цена;Внешний вид","от 50 до 100 рублей","от 200 до 300 рублей","свыше 400 рублей"
"2020/10/12 9:12:16 AM GMT+3","Жидкое","Dove;Synergetic;Safeguard","Запах","до 50 рублей","от 100 до 200 рублей","от 200 до 300 рублей"
"2020/10/12 9:54:56 AM GMT+3","Классическое гигиеническое;Жидкое","Dove;Palmolive","Запах;Тактильные ощущения","от 50 до 100 рублей","от 100 до 200 рублей","от 200 до 300 рублей"
"2020/10/12 10:05:44 AM GMT+3","Классическое гигиеническое;Жидкое","Dove;Рецепты бабушки Агафьи;Чистая линия;LUSH;Каждый день/красная цена;Мне все равно на бренд","Цена;Запах","от 50 до 100 рублей","от 100 до 200 рублей","от 200 до 300 рублей"
"2020/10/12 10:17:10 AM GMT+3","Жидкое","Мне все равно на бренд","Запах","до 50 рублей","от 100 до 200 рублей","от 200 до 300 рублей"
"2020/10/12 10:36:30 AM GMT+3","Жидкое","Dove;Чистая линия","Внешний вид","до 50 рублей","от 200 до 300 рублей","от 200 до 300 рублей"
"2020/10/12 10:37:51 AM GMT+3","Жидкое","Мне все равно на бренд","Цена;Запах","до 50 рублей","от 100 до 200 рублей","от 200 до 300 рублей"
"2020/10/12 10:41:15 AM GMT+3","Жидкое","Мне все равно на бренд","Цена;Запах;Полезные свойства","от 50 до 100 рублей","от 100 до 200 рублей","от 300 до 400 рублей"
"2020/10/12 10:43:19 AM GMT+3","Классическое гигиеническое;Жидкое;Пилинговое/Скрабовое","Dove;Palmolive;Lusob","Полезные свойства","от 100 до 200 рублей","от 200 до 300 рублей","свыше 400 рублей"
"2020/10/12 10:47:07 AM GMT+3","Классическое гигиеническое;Жидкое","Dove;Palmolive;LUSH","Цена;Запах","от 50 до 100 рублей","свыше 300 рублей","от 300 до 400 рублей"
"2020/10/12 10:50:09 AM GMT+3","Жидкое;Хозяйственное","Каждый день/красная цена","Цена;Запах;Полезные свойства","от 50 до 100 рублей","от 200 до 300 рублей","свыше 400 рублей"
"2020/10/12 11:05:30 AM GMT+3","Классическое гигиеническое;Жидкое","Palmolive","Запах;Полезные свойства","до 50 рублей","от 100 до 200 рублей","от 200 до 300 рублей"
"2020/10/12 11:06:38 AM GMT+3","Жидкое","Dove;Safeguard","Цена;Запах;Внешний вид","до 50 рублей","от 200 до 300 рублей","от 300 до 400 рублей"
"2020/10/12 11:19:56 AM GMT+3","Классическое гигиеническое;Жидкое;Мыло для бритья","Dove;Чистая линия;Мне все равно на бренд","Цена;Запах;Тактильные ощущения","от 50 до 100 рублей","от 200 до 300 рублей","от 300 до 400 рублей"
"2020/10/12 11:28:47 AM GMT+3","Жидкое","Мне все равно на бренд","Цена;Запах;Полезные свойства;Тактильные ощущения;Внешний вид","до 50 рублей","от 200 до 300 рублей","свыше 400 рублей"
"2020/10/12 11:37:25 AM GMT+3","Классическое гигиеническое;Жидкое;Детское","Dove;Safeguard","Цена;Запах","от 50 до 100 рублей","от 200 до 300 рублей","от 300 до 400 рублей"
"2020/10/12 11:53:49 AM GMT+3","Жидкое","Мне все равно на бренд","Запах;Тактильные ощущения","от 100 до 200 рублей","смотря какие ингредиенты входят в состав и какая у него форма, так что от 200 и выше","свыше 400 рублей"
"2020/10/12 11:58:05 AM GMT+3","Классическое гигиеническое;Хозяйственное","Dove;Safeguard","Цена;Запах;Тактильные ощущения","до 50 рублей","от 100 до 200 рублей","от 100 до 200 рублей"
"2020/10/12 12:17:30 PM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное;Детское","Мне все равно на бренд","Цена","от 50 до 100 рублей","свыше 300 рублей","свыше 400 рублей"
"2020/10/12 12:52:23 PM GMT+3","Классическое гигиеническое;Хозяйственное","Мне все равно на бренд","Цена;Запах;Внешний вид","от 50 до 100 рублей","от 100 до 200 рублей","от 200 до 300 рублей"
"2020/10/12 12:53:05 PM GMT+3","Классическое гигиеническое;Ручной работы;Детское","Dove;Бархатные ручки;Palmolive;Чистая линия","Запах;Полезные свойства;Тактильные ощущения;Внешний вид","от 100 до 200 рублей","свыше 300 рублей","свыше 400 рублей"
"2020/10/12 1:11:12 PM GMT+3","Жидкое;Ручной работы","Dove;Бархатные ручки;Palmolive;Чистая линия;Johnson's;LUSH","Цена;Запах;Полезные свойства","до 50 рублей","от 100 до 200 рублей","от 200 до 300 рублей"
"2020/10/12 1:12:09 PM GMT+3","Классическое гигиеническое","Мне все равно на бренд","Цена;Внешний вид","до 50 рублей","хз","хз"
"2020/10/12 2:00:01 PM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное;Ручной работы;Детское;Мыло для бритья;Пилинговое/Скрабовое","Dove;Synergetic;Бархатные ручки;Safeguard;Рецепты бабушки Агафьи;Palmolive;Чистая линия;Johnson's;LUSH;Каждый день/красная цена","Цена;Запах;Полезные свойства;Тактильные ощущения;Внешний вид","от 50 до 100 рублей","до 100 рублей","до 100 рублей"
"2020/10/12 2:00:36 PM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное;Ручной работы;Детское;Мыло для бритья;Пилинговое/Скрабовое","Dove;Synergetic;Бархатные ручки;Safeguard;Рецепты бабушки Агафьи;Palmolive;Чистая линия;Johnson's;LUSH;Каждый день/красная цена","Цена;Запах;Полезные свойства;Тактильные ощущения;Внешний вид","от 50 до 100 рублей","до 100 рублей","до 100 рублей"
"2020/10/12 2:01:02 PM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное;Ручной работы;Детское;Мыло для бритья;Пилинговое/Скрабовое","Dove;Synergetic;Бархатные ручки;Safeguard;Рецепты бабушки Агафьи;Palmolive;Чистая линия;Johnson's;LUSH;Каждый день/красная цена","Цена;Запах;Полезные свойства;Тактильные ощущения;Внешний вид","от 50 до 100 рублей","до 100 рублей","до 100 рублей"
"2020/10/12 2:01:02 PM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное;Ручной работы;Детское;Мыло для бритья;Пилинговое/Скрабовое","Dove;Synergetic;Бархатные ручки;Safeguard;Рецепты бабушки Агафьи;Palmolive;Чистая линия;Johnson's;LUSH;Каждый день/красная цена","Цена;Запах;Полезные свойства;Тактильные ощущения;Внешний вид","от 50 до 100 рублей","до 100 рублей","до 100 рублей"
"2020/10/12 2:01:02 PM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное;Ручной работы;Детское;Мыло для бритья;Пилинговое/Скрабовое","Dove;Synergetic;Бархатные ручки;Safeguard;Рецепты бабушки Агафьи;Palmolive;Чистая линия;Johnson's;LUSH;Каждый день/красная цена","Цена;Запах;Полезные свойства;Тактильные ощущения;Внешний вид","от 50 до 100 рублей","до 100 рублей","до 100 рублей"
"2020/10/12 2:01:02 PM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное;Ручной работы;Детское;Мыло для бритья;Пилинговое/Скрабовое","Dove;Synergetic;Бархатные ручки;Safeguard;Рецепты бабушки Агафьи;Palmolive;Чистая линия;Johnson's;LUSH;Каждый день/красная цена","Цена;Запах;Полезные свойства;Тактильные ощущения;Внешний вид","от 50 до 100 рублей","до 100 рублей","до 100 рублей"
"2020/10/12 2:01:02 PM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное;Ручной работы;Детское;Мыло для бритья;Пилинговое/Скрабовое","Dove;Synergetic;Бархатные ручки;Safeguard;Рецепты бабушки Агафьи;Palmolive;Чистая линия;Johnson's;LUSH;Каждый день/красная цена","Цена;Запах;Полезные свойства;Тактильные ощущения;Внешний вид","от 50 до 100 рублей","до 100 рублей","до 100 рублей"
"2020/10/12 2:01:02 PM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное;Ручной работы;Детское;Мыло для бритья;Пилинговое/Скрабовое","Dove;Synergetic;Бархатные ручки;Safeguard;Рецепты бабушки Агафьи;Palmolive;Чистая линия;Johnson's;LUSH;Каждый день/красная цена","Цена;Запах;Полезные свойства;Тактильные ощущения;Внешний вид","от 50 до 100 рублей","до 100 рублей","до 100 рублей"
"2020/10/12 2:01:02 PM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное;Ручной работы;Детское;Мыло для бритья;Пилинговое/Скрабовое","Dove;Synergetic;Бархатные ручки;Safeguard;Рецепты бабушки Агафьи;Palmolive;Чистая линия;Johnson's;LUSH;Каждый день/красная цена","Цена;Запах;Полезные свойства;Тактильные ощущения;Внешний вид","от 50 до 100 рублей","до 100 рублей","до 100 рублей"
"2020/10/12 2:01:02 PM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное;Ручной работы;Детское;Мыло для бритья;Пилинговое/Скрабовое","Dove;Synergetic;Бархатные ручки;Safeguard;Рецепты бабушки Агафьи;Palmolive;Чистая линия;Johnson's;LUSH;Каждый день/красная цена","Цена;Запах;Полезные свойства;Тактильные ощущения;Внешний вид","от 50 до 100 рублей","до 100 рублей","до 100 рублей"
"2020/10/12 2:01:02 PM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное;Ручной работы;Детское;Мыло для бритья;Пилинговое/Скрабовое","Dove;Synergetic;Бархатные ручки;Safeguard;Рецепты бабушки Агафьи;Palmolive;Чистая линия;Johnson's;LUSH;Каждый день/красная цена","Цена;Запах;Полезные свойства;Тактильные ощущения;Внешний вид","от 50 до 100 рублей","до 100 рублей","до 100 рублей"
"2020/10/12 2:01:02 PM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное;Ручной работы;Детское;Мыло для бритья;Пилинговое/Скрабовое","Dove;Synergetic;Бархатные ручки;Safeguard;Рецепты бабушки Агафьи;Palmolive;Чистая линия;Johnson's;LUSH;Каждый день/красная цена","Цена;Запах;Полезные свойства;Тактильные ощущения;Внешний вид","от 50 до 100 рублей","до 100 рублей","до 100 рублей"
"2020/10/12 2:01:02 PM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное;Ручной работы;Детское;Мыло для бритья;Пилинговое/Скрабовое","Dove;Synergetic;Бархатные ручки;Safeguard;Рецепты бабушки Агафьи;Palmolive;Чистая линия;Johnson's;LUSH;Каждый день/красная цена","Цена;Запах;Полезные свойства;Тактильные ощущения;Внешний вид","от 50 до 100 рублей","до 100 рублей","до 100 рублей"
"2020/10/12 2:01:02 PM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное;Ручной работы;Детское;Мыло для бритья;Пилинговое/Скрабовое","Dove;Synergetic;Бархатные ручки;Safeguard;Рецепты бабушки Агафьи;Palmolive;Чистая линия;Johnson's;LUSH;Каждый день/красная цена","Цена;Запах;Полезные свойства;Тактильные ощущения;Внешний вид","от 50 до 100 рублей","до 100 рублей","до 100 рублей"
"2020/10/12 2:01:02 PM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное;Ручной работы;Детское;Мыло для бритья;Пилинговое/Скрабовое","Dove;Synergetic;Бархатные ручки;Safeguard;Рецепты бабушки Агафьи;Palmolive;Чистая линия;Johnson's;LUSH;Каждый день/красная цена","Цена;Запах;Полезные свойства;Тактильные ощущения;Внешний вид","от 50 до 100 рублей","до 100 рублей","до 100 рублей"
"2020/10/12 2:01:02 PM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное;Ручной работы;Детское;Мыло для бритья;Пилинговое/Скрабовое","Dove;Synergetic;Бархатные ручки;Safeguard;Рецепты бабушки Агафьи;Palmolive;Чистая линия;Johnson's;LUSH;Каждый день/красная цена","Цена;Запах;Полезные свойства;Тактильные ощущения;Внешний вид","от 50 до 100 рублей","до 100 рублей","до 100 рублей"
"2020/10/12 2:01:02 PM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное;Ручной работы;Детское;Мыло для бритья;Пилинговое/Скрабовое","Dove;Synergetic;Бархатные ручки;Safeguard;Рецепты бабушки Агафьи;Palmolive;Чистая линия;Johnson's;LUSH;Каждый день/красная цена","Цена;Запах;Полезные свойства;Тактильные ощущения;Внешний вид","от 50 до 100 рублей","до 100 рублей","до 100 рублей"
"2020/10/12 2:01:02 PM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное;Ручной работы;Детское;Мыло для бритья;Пилинговое/Скрабовое","Dove;Synergetic;Бархатные ручки;Safeguard;Рецепты бабушки Агафьи;Palmolive;Чистая линия;Johnson's;LUSH;Каждый день/красная цена","Цена;Запах;Полезные свойства;Тактильные ощущения;Внешний вид","от 50 до 100 рублей","до 100 рублей","до 100 рублей"
"2020/10/12 2:01:02 PM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное;Ручной работы;Детское;Мыло для бритья;Пилинговое/Скрабовое","Dove;Synergetic;Бархатные ручки;Safeguard;Рецепты бабушки Агафьи;Palmolive;Чистая линия;Johnson's;LUSH;Каждый день/красная цена","Цена;Запах;Полезные свойства;Тактильные ощущения;Внешний вид","от 50 до 100 рублей","до 100 рублей","до 100 рублей"
"2020/10/12 2:01:02 PM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное;Ручной работы;Детское;Мыло для бритья;Пилинговое/Скрабовое","Dove;Synergetic;Бархатные ручки;Safeguard;Рецепты бабушки Агафьи;Palmolive;Чистая линия;Johnson's;LUSH;Каждый день/красная цена","Цена;Запах;Полезные свойства;Тактильные ощущения;Внешний вид","от 50 до 100 рублей","до 100 рублей","до 100 рублей"
"2020/10/12 2:01:02 PM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное;Ручной работы;Детское;Мыло для бритья;Пилинговое/Скрабовое","Dove;Synergetic;Бархатные ручки;Safeguard;Рецепты бабушки Агафьи;Palmolive;Чистая линия;Johnson's;LUSH;Каждый день/красная цена","Цена;Запах;Полезные свойства;Тактильные ощущения;Внешний вид","от 50 до 100 рублей","до 100 рублей","до 100 рублей"
"2020/10/12 2:01:02 PM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное;Ручной работы;Детское;Мыло для бритья;Пилинговое/Скрабовое","Dove;Synergetic;Бархатные ручки;Safeguard;Рецепты бабушки Агафьи;Palmolive;Чистая линия;Johnson's;LUSH;Каждый день/красная цена","Цена;Запах;Полезные свойства;Тактильные ощущения;Внешний вид","от 50 до 100 рублей","до 100 рублей","до 100 рублей"
"2020/10/12 2:01:02 PM GMT+3","Классическое гигиеническое;Жидкое;Хозяйственное;Ручной работы;Детское;Мыло для бритья;Пилинговое/Скрабовое","Dove;Synergetic;Бархатные ручки;Safeguard;Рецепты бабушки Агафьи;Palmolive;Чистая линия;Johnson's;LUSH;Каждый день/красная цена","Цена;Запах;Полезные свойства;Тактильные ощущения;Внешний вид","от 50 до 100 рублей","до 100 рублей","до 100 рублей"
